,match,team,"team color","mobility","ground pick-up",locations,"game piece","auto count","auto climb","end climb","climb time","break time","defense time","drive skill","defense skill",speed,stability,"intake consistency",scouter,comments
101,14,8546,blue,FALSE,FALSE,"[5, 14, 26, 15]","['b', 'm', 'm', 'y']",0,0,0,0,0,0,1,0,2,1,1,"26sahilj (1072)","Nearly tipped, dropped a few pieces, a lot of misses"
102,14,4400,red,TRUE,FALSE,"[26, 26, 5, 22, 21, 8, 3, 2, 1, 32, 13, 4, 20]","['b', 'b', 'b', 'b', 'b', 'b', 'y', 'b', 'y', 'b', 'y', 'y', 'b']",1,0,2,0,23,0,4,3,4,3,4,"mari (6662)","They were really good at getting cubes."
103,14,4400,red,TRUE,TRUE,"[5, 8, 2, 20, 19, 32]","['b', 'b', 'b', 'b', 'b', 'b']",6,0,1,14,0,0,4,2,4,3,4,"gaby.lao (6662)","Only gets cubes "
104,15,973,red,TRUE,FALSE,"[2, 5, 27, 2, 26, 25, 32, 22, 8, 24, 21, 20, 9]","['b', 'y', 'b', 'b', 'y', 'b', 'y', 'y', 'b', 'y', 'y', 'b', 'y']",2,2,2,0,10,0,3,4,3,3,4,"mari (6662)",""
105,15,973,red,FALSE,FALSE,"[7, 8, 17, 16, 14, 22, 3, 9, 4]","['y', 'b', 'y', 'b', 'b', 'b', 'y', 'y', 'y']",0,1,0,0,0,0,4,2,4,4,4,"25aaravb (1072)","Really good. Consistent intake, fast pace, and overall dominance."
106,16,7419,blue,FALSE,FALSE,"[]","[]",0,0,0,0,127,0,0,0,0,0,0,"25aaronc (1072)","broke"
107,16,840,red,TRUE,FALSE,"[24, 27, 32, 26, 22, 25, 11, 10, 21, 20]","['b', 'b', 'b', 'b', 'b', 'y', 'b', 'y', 'b', 'b']",0,0,0,0,116,0,3,4,3,3,4,"mari (6662)",""
108,16,840,red,FALSE,FALSE,"[20, 12, 10, 25]","['b', 'm', 'y', 'b']",1,0,0,0,0,0,2,2,2,1,0,"25aaravb (1072)","Slow and a bit shaky. Intake is flakey."
109,16,3189,red,FALSE,FALSE,"[24, 32, 22, 21]","['b', 'b', 'b', 'b']",1,0,2,2,0,1,2,1,1,3,1,"24brindhac (1072)","pretty slow, seemed to outtake on accident while intaking."
110,16,2135,red,TRUE,FALSE,"[27, 27, 26, 11]","['m', 'b', 'b', 'b']",0,0,2,8,0,0,2,2,1,2,1,"omkar (1072)","claw was not able to grab/hold consistently"
111,16,1671,blue,TRUE,FALSE,"[15, 22, 21, 32, 21, 20]","['y', 'y', 'm', 'b', 'y', 'y']",1,1,1,5,0,0,3,2,3,3,4,"25ericl (1072)","Was able to consistently score and driver was pretty good"
112,16,670,blue,TRUE,FALSE,"[27, 18, 17, 9, 8, 7]","['y', 'y', 'b', 'y', 'b', 'b']",1,0,2,6,0,0,3,1,2,3,3,"26mihirk (1072)","Ground pickup, but favors human player pickup. Consistent play throughout"
113,17,1422,blue,FALSE,FALSE,"[7]","['b']",1,0,0,0,107,0,0,0,0,0,0,"25aaronc (1072)","broke in teleop"
114,17,5940,blue,FALSE,FALSE,"[9, 2, 8, 5, 4, 7, 24]","['b', 'b', 'b', 'b', 'b', 'b', 'y']",1,0,1,6,0,0,3,0,3,4,4,"26mihirk (1072)","Almost exclusively used ground pickup to place in bottom at beginning, later placed in 3rd row."
115,17,6238,red,FALSE,FALSE,"[16]","['y']",0,0,2,2,0,0,1,1,1,2,1,"24brindhac (1072)","watched wrong robot during auton, not sure what they did.\ndropped 2 cones, no ground intake. kind of slow at aligning for scoring."
116,17,6305,blue,FALSE,FALSE,"[6]","['y']",1,0,0,0,31,0,0,1,1,1,0,"25ericl (1072)","6305\nSlow and took a long time to get game pieces.\nDropped game piece after contact with another robot.\nDriver was not experienced."
117,17,5026,red,FALSE,FALSE,"[3, 6, 4, 1, 15]","['y', 'y', 'y', 'y', 'y']",0,0,2,9,0,0,3,2,3,1,1,"25aaravb (1072)","Pretty good. moves across the field fast. Made valuable contributions. Shaky intake.  "
118,17,5940,blue,FALSE,FALSE,"[12, 10, 15, 4, 19]","['b', 'b', 'b', 'b', 'y']",0,2,1,0,0,0,4,3,4,2,3,"lizbeth (6662)","- really good team \n- I probably missed a few cones/cubes that they got "
119,18,8262,red,FALSE,FALSE,"[]","[]",0,0,0,0,0,0,0,0,0,0,0,"24brindhac (1072)","did not show up"
120,19,7777,red,TRUE,FALSE,"[]","[]",0,0,2,14,6,18,0,1,0,2,0,"24brindhac (1072)","rotates in place a lot. got penalties from defense. didn’t see intake"
121,19,6662,blue,FALSE,FALSE,"[5, 9]","['b', 'b']",1,0,0,0,0,0,2,2,3,,,"sarah - 6662 - strategist (6662)","Got stuck on the charge station, but scored twice before that"
122,20,7419,red,TRUE,FALSE,"[]","[]",0,0,2,34,24,3,0,1,1,2,0,"24brindhac (1072)","didn’t use intake. lost connection for a while, blocked single substation. "
123,21,2473,red,FALSE,FALSE,"[]","[]",0,0,0,0,21,1,0,0,0,0,0,"25audreyc (1072)","they didn’t do anything… like they weren’t bricked (?) but they just didn’t do anything…"
124,21,6657,blue,FALSE,FALSE,"[17, 8]","['b', 'b']",1,0,0,0,36,0,0,0,2,1,1,"25agastyar (1072)","Robot dropped the cubes often, and wasn’t moving for most of the match."
125,21,2135,blue,FALSE,FALSE,"[5, 6]","['b', 'b']",0,0,2,2,0,0,2,2,1,3,4,"26sahilj (1072)","Nearly tipped once"
126,21,1072,red,TRUE,FALSE,"[6, 21, 12, 14]","['m', 'm', 'y', 'm']",1,1,1,8,0,0,2,1,2,3,1,"25ericl (1072)","Intake was not consistent and dropped cones"
127,21,5940,blue,FALSE,FALSE,"[21, 2, 3, 32, 4, 24, 25, 16, 5]","['y', 'b', 'b', 'b', 'b', 'y', 'y', 'y', 'b']",1,1,2,6,0,0,3,2,3,4,4,"25aaronc (1072)","good intake and stability, good driver. fast cycle"
128,21,3189,red,FALSE,FALSE,"[26, 25, 24]","['b', 'b', 'b']",1,0,0,0,0,0,2,0,1,1,2,"25atharvg (1072)","Very slow and can only do bottom row cubes."
129,22,1671,blue,FALSE,FALSE,"[25, 25, 22, 27, 26]","['y', 'y', 'y', 'y', 'b']",1,0,2,2,0,0,4,3,3,4,4,"26sahilj (1072)","Great robot ovr"
130,22,1323,blue,FALSE,FALSE,"[12, 32, 21, 19, 20, 2, 1, 32, 3, 5, 6]","['y', 'b', 'y', 'y', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",2,2,2,3,0,0,4,2,4,4,4,"25aaronc (1072)","great robot"
131,22,5817,red,FALSE,FALSE,"[]","[]",0,0,0,0,141,0,0,0,0,0,0,"25audreyc (1072)","died"
132,22,1828,red,FALSE,TRUE,"[]","[]",0,0,0,0,0,0,0,0,1,3,0,"25ericl (1072)","Inconsistent intake and couldn't score post defense"
133,22,6711,red,FALSE,FALSE,"[2]","['b']",0,0,0,0,21,39,1,1,0,1,0,"25atharvg (1072)","hard to tell if they’re playing defense of if they’re bricked. either way they kinda suck"
134,22,9202,blue,TRUE,FALSE,"[]","[]",0,0,0,0,0,0,0,0,0,2,0,"25agastyar (1072)","Intake was a claw attatched to a string that never picked anything up. Got wrapped around the robot too."
135,23,8768,red,FALSE,FALSE,"[21, 19, 22]","['b', 'y', 'y']",1,0,2,8,0,0,1,1,2,1,0,"25atharvg (1072)","Intake/claw really sucked and they eventually gave up and started pushing cones."
136,23,4400,red,FALSE,TRUE,"[6, 4, 27, 24, 8, 32, 25, 26]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",0,1,1,1,0,3,4,1,2,3,4,"25ericl (1072)","Constantly scored cubes and driver was skilled"
137,23,1422,red,FALSE,FALSE,"[27, 21, 27]","['b', 'b', 'b']",1,0,0,0,0,18,1,1,1,0,0,"25audreyc (1072)","they just shoved cubes around "
138,23,2288,blue,FALSE,FALSE,"[22, 24]","['y', 'm']",1,0,1,12,0,42,1,2,1,0,2,"25aaronc (1072)","clunky, driver slightly inexperienced, ok defense"
139,23,7777,blue,FALSE,FALSE,"[24, 9, 7, 5]","['y', 'b', 'b', 'b']",1,0,0,9,0,15,1,2,1,0,0,"26sahilj (1072)","Their intake was swinging around the whole match and it didn’t do much except push stuff in"
140,23,6918,blue,FALSE,FALSE,"[8]","['b']",0,0,1,0,12,0,0,0,2,1,1,"25agastyar (1072)","Intake appeared to not reach high enough. Drivetrain seemed to have problems at the beginning."
141,24,8262,red,FALSE,FALSE,"[]","[]",0,0,0,0,0,0,0,0,0,0,0,"25ericl (1072)","Not present"
142,24,9274,blue,TRUE,FALSE,"[2, 8]","['y', 'b']",1,0,2,11,0,0,1,0,0,0,0,"26sahilj (1072)","Robot was falling apart, went too far during Auto, jank "
143,24,670,red,FALSE,FALSE,"[22, 32, 24, 6, 21, 4, 4, 4, 5]","['y', 'b', 'b', 'y', 'y', 'm', 'm', 'y', 'b']",1,2,2,4,0,0,4,2,4,3,3,"25atharvg (1072)","670 literally carried. "
144,24,8048,blue,TRUE,FALSE,"[6, 9, 8, 7, 4]","['b', 'b', 'b', 'b', 'b']",1,2,2,0,0,0,2,0,3,3,3,"25agastyar (1072)","Only able to score in the bottom area, and only with cubes."
145,24,5104,blue,TRUE,TRUE,"[10, 12, 13, 21]","['y', 'y', 'y', 'y']",0,0,0,0,9,0,1,2,0,0,0,"25aaronc (1072)","intake unreliable, tipped over"
146,24,6305,red,TRUE,FALSE,"[11, 7]","['b', 'y']",1,0,2,6,0,0,1,0,0,0,0,"25audreyc (1072)","they r slow and kinda sucked "
147,25,6822,red,TRUE,FALSE,"[8, 5, 11]","['b', 'b', 'b']",1,0,0,0,0,0,1,0,1,1,2,"25audreyc (1072)","kinda slow, intake kinda janky"
148,25,100,red,FALSE,FALSE,"[6, 21, 20, 26]","['b', 'y', 'y', 'y']",1,1,1,19,0,0,2,0,2,3,3,"25ericl (1072)",""
149,25,6238,red,FALSE,FALSE,"[12, 6, 7, 25]","['y', 'y', 'm', 'y']",1,0,2,5,0,0,1,1,3,3,2,"25atharvg (1072)","Overall decent robot but the driver really sucks. "
150,25,2551,blue,FALSE,FALSE,"[32, 24, 1, 3, 2]","['b', 'y', 'b', 'b', 'y']",0,0,0,0,0,0,2,1,3,2,2,"26sahilj (1072)","Hit teammates a bit, intake sometimes wouldn’t intake esp when ground pickup"
151,25,6662,blue,TRUE,FALSE,"[9, 7]","['b', 'b']",0,0,2,0,0,0,1,0,2,2,1,"25agastyar (1072)","wonky intake"
152,25,5026,blue,TRUE,TRUE,"[21, 20, 24, 10]","['y', 'b', 'y', 'y']",1,2,2,5,0,0,2,2,3,3,3,"25aaronc (1072)","driver kept crashing into othrt bots"
153,25,100,red,FALSE,FALSE,"[6, 20]","['b', 'y']",1,2,2,4,0,0,4,1,3,2,1,"26alberty (1072)","- intake kinda janky\n- robot intake broke during match\n-still persistent, tried to push things in afterwards\n- also ranked pretty high right now\n- not a bad team"
154,26,5817,red,FALSE,FALSE,"[14, 32]","['y', 'y']",1,0,0,0,0,0,2,2,3,0,2,"bodie (6662)","Disabled"
155,26,7419,blue,TRUE,FALSE,"[]","[]",0,0,0,0,35,0,0,0,0,2,0,"25agastyar (1072)",""
156,26,8033,red,FALSE,FALSE,"[12, 27, 25, 26, 32, 20]","['y', 'b', 'b', 'b', 'b', 'b']",1,2,0,0,0,0,3,0,3,4,4,"25audreyc (1072)","p good just got blocked by teammates "
157,26,4738,blue,FALSE,TRUE,"[22, 9, 8, 7, 6, 4, 3]","['y', 'y', 'y', 'y', 'y', 'b', 'y']",1,2,1,8,0,0,3,2,3,3,3,"25aaronc (1072)",""
158,26,6657,blue,TRUE,FALSE,"[17, 11, 5]","['b', 'b', 'b']",1,0,1,3,0,11,2,2,1,1,2,"26sahilj (1072)",""
159,26,5817,red,FALSE,FALSE,"[20]","['b']",0,1,1,0,56,27,2,3,2,2,0,"25ericl (1072)","Mainly played defense"
160,26,1072,red,TRUE,FALSE,"[7, 13, 13, 14, 15]","['b', 'm', 'y', 'b', 'm']",1,0,2,4,0,0,3,1,3,1,1,"25atharvg (1072)",":("
161,26,5817,red,FALSE,FALSE,"[20]","['b']",0,2,1,0,62,40,2,1,1,3,0,"26alberty (1072)","- didn't do much\n- bricked\n- bad def\n- not much contribution"
162,25,6822,red,FALSE,FALSE,"[]","[]",0,0,0,0,0,0,0,0,0,0,0,"25aaravb (1072)",""
163,27,1148,blue,FALSE,FALSE,"[8, 27, 6, 17, 26]","['y', 'y', 'y', 'b', 'b']",1,0,0,0,2,0,3,0,2,2,2,"25agastyar (1072)","Intake seemed inconsistent for cones but otherwise good."
164,27,9202,blue,TRUE,FALSE,"[9, 8]","['b', 'y']",0,2,2,22,0,7,1,1,1,2,0,"26sahilj (1072)","Did they have an intake?? "
165,27,1671,red,TRUE,FALSE,"[4, 22, 7, 6, 3, 5]","['y', 'm', 'y', 'y', 'y', 'b']",1,2,2,12,0,0,3,0,4,3,4,"25audreyc (1072)","v good"
166,27,4400,red,TRUE,FALSE,"[2, 8, 5, 5, 21, 19, 19, 20, 22]","['b', 'b', 'm', 'b', 'b', 'm', 'b', 'b', 'b']",0,0,0,0,0,0,3,0,3,1,3,"25atharvg (1072)","Can only do cubes but honestly it’s really good at doing those."
167,27,3189,blue,FALSE,FALSE,"[]","[]",0,0,2,15,141,0,0,0,0,0,0,"25aaronc (1072)","cube stucj in intake. didnt play defense, had to be pushed onto the charge station"
168,27,2288,red,FALSE,FALSE,"[9]","['b']",1,0,1,12,5,0,0,0,1,2,0,"25ericl (1072)","Couldn't get the game pieces and driver was struggling. Could not get the cone from intake out."
169,28,7777,red,FALSE,FALSE,"[25]","['b']",0,0,2,6,0,0,1,0,0,0,0,"25audreyc (1072)","pushed one cube into the thing the whole match "
170,28,7777,red,FALSE,FALSE,"[]","[]",0,0,1,5,0,0,0,1,1,3,2,"25aaravb (1072)","Slow. Tried pushing blocks most of the game but failed to score. Got on charge station smoothly."
171,28,973,red,FALSE,TRUE,"[1, 3, 2, 20, 22, 21, 32, 24, 25, 26, 12, 13, 14]","['y', 'y', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'y', 'b', 'm']",1,1,0,0,0,0,4,2,4,3,4,"25ericl (1072)","Very consistent scoring for cubes"
172,28,8768,red,FALSE,FALSE,"[26, 26, 27]","['m', 'b', 'y']",1,0,2,5,0,0,2,1,4,2,1,"25atharvg (1072)","Kept dropping pieces before it could place them in the right spot."
173,28,8546,blue,FALSE,FALSE,"[13, 1]","['y', 'y']",0,0,2,17,0,45,1,2,1,3,2,"25aaronc (1072)",""
174,28,2135,blue,FALSE,FALSE,"[5, 14, 26]","['b', 'b', 'b']",0,0,2,15,0,0,3,2,2,2,2,"26sahilj (1072)","Nearly fell off climb(possibly by design they fit 3 robots on there)\nAuto hit the side of the charge station"
175,28,2473,blue,FALSE,FALSE,"[7, 4]","['b', 'b']",0,0,1,0,0,0,1,0,1,3,0,"25agastyar (1072)","Dropped cubes often, can only score bottom."
176,29,1323,blue,FALSE,TRUE,"[24, 27, 25, 24, 22, 18, 26, 32]","['y', 'y', 'y', 'y', 'y', 'y', 'b', 'b']",1,0,2,2,0,0,4,0,4,4,4,"26mihirk (1072)","Madtown good"
177,29,8048,blue,TRUE,FALSE,"[6, 1, 2, 3, 4]","['b', 'b', 'b', 'b', 'b']",1,2,2,5,0,0,2,0,2,,,"25yifanl (1072)","good speed only bottom score and slow intake"
178,29,8048,blue,TRUE,FALSE,"[6, 1, 2, 3, 4]","['b', 'b', 'b', 'b', 'b']",1,2,2,5,0,0,2,0,2,,,"25yifanl (1072)",""
179,29,3970,red,FALSE,FALSE,"[6, 20, 21]","['y', 'b', 'b']",1,1,0,12,15,33,1,2,2,3,0,"abbie s. (1072)",""
180,29,1828,blue,TRUE,FALSE,"[]","[]",0,0,0,0,0,0,1,1,2,1,0,"25agastyar (1072)","Intake didn’t seem to be working"
181,29,6238,red,FALSE,FALSE,"[18]","['y']",1,0,0,0,10,69,2,4,2,3,0,"25giae (1072)","they played defense the whole match"
182,29,840,red,FALSE,FALSE,"[10]","['b']",1,0,2,20,0,0,0,2,1,1,0,"25aaravb (1072)","Struggled with intake. Dropped two cubes after holding them."
183,29,6238,red,FALSE,FALSE,"[18]","['y']",1,0,0,0,0,130,1,1,1,1,0,"26alberty (1072)","- def bot\n- not too good or consistent\n- up against 1323, too slow and unstable to be good defender\n- advise to not pick "
184,29,8048,blue,TRUE,FALSE,"[6, 5, 4, 2, 1, 3]","['b', 'b', 'b', 'b', 'b', 'b']",1,2,2,5,0,0,1,0,2,2,2,"25yifanl (1072)","good consistency but slow intake \nfast drive and only lower rung"
185,30,9274,blue,TRUE,FALSE,"[]","[]",0,0,0,0,84,0,0,0,0,0,0,"25agastyar (1072)","stopped the whole match"
186,30,1422,red,FALSE,FALSE,"[20, 32]","['b', 'y']",1,0,0,24,0,16,0,0,0,0,0,"abbie s. (1072)",""
187,30,100,red,FALSE,FALSE,"[9, 7]","['m', 'y']",0,0,2,8,9,0,2,0,2,3,3,"25giae (1072)",""
188,30,8033,blue,TRUE,TRUE,"[3, 1, 4, 2, 5, 6, 7, 7, 8, 11, 32]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'm', 'b', 'b', 'b']",1,1,0,0,0,0,4,0,4,4,3,"25yifanl (1072)","intake likes to bounce cubes out otherwise super good intake and cycle speed a little slip up at the end with human player miscommunication but very good"
189,30,100,red,FALSE,FALSE,"[5, 9, 7]","['b', 'm', 'b']",1,2,1,8,0,0,2,3,2,3,1,"25aaravb (1072)","Little bit of trouble with intake, and was a bit slow. Otherwise, functioned smoothly."
190,30,5104,red,FALSE,TRUE,"[7, 22, 6, 4]","['y', 'y', 'y', 'y']",0,1,2,0,0,0,1,0,2,0,2,"26alberty (1072)","- pretty unstable and tipsy; big upper body mass\n- can probably be easily defended against\n- smooth intake, but placement a bit janky (like us)\n- driver wasn't too good, rammed into the intake/allied boys\n\n"
191,30,9274,blue,TRUE,FALSE,"[]","[]",0,0,0,0,145,0,0,0,0,0,0,"26mihirk (1072)","I accidentally scouted 9274 instead of 6711, but 9274 had major reliability and mobility issues and could barely do anything."
192,31,5026,red,FALSE,FALSE,"[6, 3, 4, 1]","['y', 'y', 'y', 'y']",1,0,0,0,0,0,0,0,0,0,0,"abbie s. (1072)",""
193,31,2551,blue,TRUE,FALSE,"[26, 2, 1]","['b', 'y', 'b']",1,0,2,3,0,0,1,0,2,0,0,"25yifanl (1072)","hard time intaking and ended up just pushing pieces around"
194,31,670,red,TRUE,FALSE,"[18, 16, 16, 9, 9, 7]","['y', 'b', 'y', 'b', 'y', 'y']",1,0,2,16,5,0,4,1,2,4,3,"25giae (1072)",""
195,31,670,red,TRUE,FALSE,"[18, 17, 16, 8, 9, 7, 6]","['y', 'b', 'y', 'b', 'y', 'y', 'b']",1,0,1,0,0,0,4,2,3,3,3,"25aaravb (1072)",""
196,31,4738,blue,TRUE,FALSE,"[25, 22, 27]","['y', 'y', 'y']",1,2,2,7,0,0,2,1,3,4,3,"26mihirk (1072)","Solid bot, not great at anything in particular.Seems pretty reliable overall."
197,31,670,red,TRUE,TRUE,"[18, 17, 16, 8, 9, 7, 26]","['y', 'b', 'y', 'b', 'y', 'y', 'b']",1,0,0,4,0,0,3,0,3,3,4,"26alberty (1072)","- REALLY GOOD AND STABLE INTAKE\n- consistent with scoring as well, snappy as well\n- best i put at human loading station, maybe chokehold? but also not bad from the ground\n- REALLY FAST CLIMB\n- team also v spirited"
198,32,6305,red,TRUE,FALSE,"[]","[]",0,0,0,0,16,0,2,0,2,3,1,"25giae (1072)",""
199,32,6305,red,TRUE,FALSE,"[11, 13]","['b', 'y']",1,0,0,0,0,0,1,2,0,4,3,"25aaravb (1072)","Slow. Kind of clueless near end of game. Alright though."
200,32,1072,red,FALSE,FALSE,"[5, 13, 12, 1, 1, 10, 20]","['b', 'y', 'y', 'y', 'm', 'y', 'b']",1,2,2,4,0,0,0,0,0,0,0,"abbie s. (1072)","tbh i think controlling our speed really helped keep us stable compared to our last couple matches"
201,32,2473,blue,TRUE,FALSE,"[9]","['b']",0,0,2,12,0,0,1,0,0,4,0,"26mihirk (1072)","Only able to pickup one cube, input arm seemed to be totally failing."
202,32,6918,blue,FALSE,TRUE,"[2, 3, 4, 13]","['b', 'y', 'b', 'm']",0,0,2,3,2,0,1,0,1,0,0,"26alberty (1072)","- ground intake unstable and janky\n- not the fastest either\n- scoring also not reliable\n- weird unreliable pincer mechanic"
203,33,3189,red,FALSE,TRUE,"[]","[]",0,0,0,0,58,0,0,0,0,0,0,"26benjaminx (1072)","Drivetrain seems to be broken"
204,33,1323,red,TRUE,TRUE,"[10, 10, 12, 7, 9, 9, 18, 7, 16, 15]","['b', 'y', 'y', 'y', 'y', 'm', 'y', 'b', 'b', 'b']",3,0,2,5,0,0,4,3,4,4,2,"25giae (1072)",""
205,33,8768,blue,FALSE,FALSE,"[8]","['b']",1,0,2,13,0,71,0,2,0,1,0,"25yifanl (1072)","mostly defense and good help on climb"
206,33,1671,blue,TRUE,FALSE,"[24, 22, 21, 4, 32, 32, 25, 20, 11, 20]","['y', 'y', 'y', 'b', 'b', 'm', 'y', 'm', 'b', 'b']",1,2,2,4,0,0,4,2,4,4,2,"25agastyar (1072)",""
207,33,973,red,FALSE,FALSE,"[5, 4, 3, 1, 13, 16, 16]","['b', 'y', 'y', 'y', 'y', 'y', 'm']",0,2,2,9,0,0,0,0,0,0,0,"abbie s. (1072)",""
208,33,8048,blue,TRUE,FALSE,"[2, 1, 3, 4, 5]","['b', 'b', 'b', 'b', 'b']",1,0,2,3,0,0,3,0,4,4,4,"26mihirk (1072)","Pretty much only scored in the bottom row, but intake was very consistent and the driving was also solid. Also has potential for 3 bot endgame."
